,target_carbon_monoxide(t),target_benzene(t),target_nitrogen_oxides(t),target_carbon_monoxide(t+1),target_benzene(t+1),target_nitrogen_oxides(t+1)
3,0.29666992662917385,0.02734386791674814,0.5769680000868204,-0.2907151052636287,-0.4661074806244169,-0.041843304976800486
4,-0.2907151052636287,-0.4661074806244169,-0.041843304976800486,-0.5424515475034012,-0.7651689039826989,-0.41826823242524863
5,-0.5424515475034012,-0.7651689039826989,-0.41826823242524863,-0.5424515475034012,-0.8698404021580975,-0.7377267761945546
6,-0.5424515475034012,-0.8698404021580975,-0.7377267761945546,-0.7102758423299161,-0.9146996156618398,-0.6885793079223538
7,-0.7102758423299161,-0.9146996156618398,-0.6885793079223538,-0.7941879897431736,-1.094136469676809,-0.8840521930958801
8,-0.7941879897431736,-1.094136469676809,-0.8840521930958801,-1.0459244319829462,-1.1838548966842937,-0.9220297822153082
9,-1.0459244319829462,-1.1838548966842937,-0.9220297822153082,-0.9620122845696887,-1.2137610390201217,-1.167767123576313
10,-0.9620122845696887,-1.2137610390201217,-1.167767123576313,-0.9620122845696887,-1.2735733236917781,-1.2202655555943458
11,-0.9620122845696887,-1.2735733236917781,-1.2202655555943458,-0.9620122845696887,-1.1689018255163794,-1.0381965254041468
12,-0.9620122845696887,-1.1689018255163794,-1.0381965254041468,-0.6263636949166587,-0.944605757997668,-0.27529377926975485
13,-0.6263636949166587,-0.944605757997668,-0.27529377926975485,0.04493348438940115,-0.181999128434049,0.46303523272853647
14,0.04493348438940115,-0.181999128434049,0.46303523272853647,0.2127577792159163,-0.03246841675490803,0.009538139125955141
15,0.2127577792159163,-0.03246841675490803,0.009538139125955141,-0.12289081043711379,-0.4362013382885888,-0.23843317806560418
16,-0.12289081043711379,-0.4362013382885888,-0.23843317806560418,-0.20680295785037117,-0.6604974058073003,-0.3199732958808466
17,-0.20680295785037117,-0.6604974058073003,-0.3199732958808466,-0.20680295785037117,-0.6156381923035579,-0.2172104076753357
18,-0.20680295785037117,-0.6156381923035579,-0.2172104076753357,0.1288456318026587,-0.3165767689452759,0.22846777052030473
19,0.1288456318026587,-0.3165767689452759,0.22846777052030473,0.8001428111087184,0.3712645047787725,0.886373652618631
20,0.8001428111087184,0.3712645047787725,0.886373652618631,0.29666992662917385,-0.06237455909073639,0.6328173958506851
21,0.29666992662917385,-0.06237455909073639,0.6328173958506851,0.38058207404243105,-0.21190527076987736,0.7746748610909016
22,0.38058207404243105,-0.21190527076987736,0.7746748610909016,0.8001428111087184,0.28154607777128793,1.4750262839697652
23,0.8001428111087184,0.28154607777128793,1.4750262839697652,2.394473611960611,1.806759336898526,1.673850132889123
24,2.394473611960611,1.806759336898526,1.673850132889123,4.492277297292048,2.7936620339808558,3.1326363502412695
25,4.492277297292048,2.7936620339808558,3.1326363502412695,3.5692436757462156,2.345069898943433,2.3619146886999363
26,3.5692436757462156,2.345069898943433,2.3619146886999363,1.723176432654551,0.6105136434653979,1.3052441208476162
27,1.723176432654551,0.6105136434653979,1.3052441208476162,-0.2907151052636287,-0.7203096904789565,-0.42608714783218954
28,-0.2907151052636287,-0.7203096904789565,-0.42608714783218954,-0.6263636949166587,-1.0492772561730668,-0.8929880964180986
29,-0.6263636949166587,-1.0492772561730668,-0.8929880964180986,-0.12289081043711379,-0.5707789787998157,-0.06641703911290099
30,-0.12289081043711379,-0.5707789787998157,-0.06641703911290099,-0.038978663023856226,-0.5109666941281593,-0.020620534586531833
31,-0.038978663023856226,-0.5109666941281593,-0.020620534586531833,-0.3746272526768863,-0.8548873309901835,-0.5042763019016001
32,-0.3746272526768863,-0.8548873309901835,-0.5042763019016001,-0.8781001371564311,-1.1240426120126372,-0.8617124347903342
33,-0.8781001371564311,-1.1240426120126372,-0.8617124347903342,-1.1298365793962035,-1.2586202525238641,-1.1744690510679765
34,-1.1298365793962035,-1.2586202525238641,-1.1744690510679765,-1.0459244319829462,-1.2735733236917781,-1.0839930299305158
35,-1.0459244319829462,-1.2735733236917781,-1.0839930299305158,-0.8781001371564311,-1.1389956831805512,-0.7388437641098319
36,-0.8781001371564311,-1.1389956831805512,-0.7388437641098319,-0.2907151052636287,-0.7203096904789565,-0.1848177581322941
37,-0.2907151052636287,-0.7203096904789565,-0.1848177581322941,2.3105614645473533,1.059105778502821,1.9240554259112372
38,2.3105614645473533,1.059105778502821,1.9240554259112372,2.058825022307581,2.0759146179209793,1.5666192930225031
39,2.058825022307581,2.0759146179209793,1.5666192930225031,1.051879253348491,0.7301382128087108,0.791429679820061
40,1.051879253348491,0.7301382128087108,0.791429679820061,0.8001428111087184,0.2665930066033739,1.0103593112144107
41,0.8001428111087184,0.2665930066033739,1.0103593112144107,0.2127577792159163,0.0572500102525765,0.1949581330619859
42,0.2127577792159163,0.0572500102525765,0.1949581330619859,0.7162306636954613,0.20678072193171745,0.45633330523687277
43,0.7162306636954613,0.20678072193171745,0.45633330523687277,0.8001428111087184,0.4908890741220854,0.45521631732159556
44,0.8001428111087184,0.4908890741220854,0.45521631732159556,0.884054958521976,0.7002320704728825,0.826056305193657
45,0.884054958521976,0.7002320704728825,0.826056305193657,0.884054958521976,0.5656544299616558,0.5456923384590563
