,target_carbon_monoxide(t),target_carbon_monoxide(t+1)
3,0.29666992662917385,-0.2907151052636287
4,-0.2907151052636287,-0.5424515475034012
5,-0.5424515475034012,-0.5424515475034012
6,-0.5424515475034012,-0.7102758423299161
7,-0.7102758423299161,-0.7941879897431736
8,-0.7941879897431736,-1.0459244319829462
9,-1.0459244319829462,-0.9620122845696887
10,-0.9620122845696887,-0.9620122845696887
11,-0.9620122845696887,-0.9620122845696887
12,-0.9620122845696887,-0.6263636949166587
13,-0.6263636949166587,0.04493348438940115
14,0.04493348438940115,0.2127577792159163
15,0.2127577792159163,-0.12289081043711379
16,-0.12289081043711379,-0.20680295785037117
17,-0.20680295785037117,-0.20680295785037117
18,-0.20680295785037117,0.1288456318026587
19,0.1288456318026587,0.8001428111087184
20,0.8001428111087184,0.29666992662917385
21,0.29666992662917385,0.38058207404243105
22,0.38058207404243105,0.8001428111087184
23,0.8001428111087184,2.394473611960611
24,2.394473611960611,4.492277297292048
25,4.492277297292048,3.5692436757462156
26,3.5692436757462156,1.723176432654551
27,1.723176432654551,-0.2907151052636287
28,-0.2907151052636287,-0.6263636949166587
29,-0.6263636949166587,-0.12289081043711379
30,-0.12289081043711379,-0.038978663023856226
31,-0.038978663023856226,-0.3746272526768863
32,-0.3746272526768863,-0.8781001371564311
33,-0.8781001371564311,-1.1298365793962035
34,-1.1298365793962035,-1.0459244319829462
35,-1.0459244319829462,-0.8781001371564311
36,-0.8781001371564311,-0.2907151052636287
37,-0.2907151052636287,2.3105614645473533
38,2.3105614645473533,2.058825022307581
39,2.058825022307581,1.051879253348491
40,1.051879253348491,0.8001428111087184
41,0.8001428111087184,0.2127577792159163
42,0.2127577792159163,0.7162306636954613
43,0.7162306636954613,0.8001428111087184
44,0.8001428111087184,0.884054958521976
45,0.884054958521976,0.884054958521976
46,0.884054958521976,0.5484063688689461
47,0.5484063688689461,1.6392642852412933
48,1.6392642852412933,1.4714399904147786
49,1.4714399904147786,4.156628707639018
50,4.156628707639018,2.1427371697208386
51,2.1427371697208386,1.4714399904147786
52,1.4714399904147786,3.233595086093186
53,3.233595086093186,0.884054958521976
54,0.884054958521976,0.04493348438940115
55,0.04493348438940115,-0.2907151052636287
56,-0.2907151052636287,-0.038978663023856226
57,-0.038978663023856226,-0.20680295785037117
58,-0.20680295785037117,-0.7102758423299161
59,-0.7102758423299161,-0.45853940009014366
60,-0.45853940009014366,-0.2907151052636287
61,-0.2907151052636287,0.6323185162822037
62,0.6323185162822037,1.5553521378280362
63,1.5553521378280362,1.219703548175006
64,1.219703548175006,1.6392642852412933
65,1.6392642852412933,1.6392642852412933
66,1.6392642852412933,0.884054958521976
67,0.884054958521976,0.1288456318026587
68,0.1288456318026587,0.1288456318026587
69,0.1288456318026587,0.38058207404243105
70,0.38058207404243105,0.38058207404243105
71,0.38058207404243105,0.9679671059352336
72,0.9679671059352336,1.9749128748943237
73,1.9749128748943237,1.8070885800678085
74,1.8070885800678085,1.723176432654551
75,1.723176432654551,0.9679671059352336
76,0.9679671059352336,0.7162306636954613
77,0.7162306636954613,0.8001428111087184
78,0.8001428111087184,0.7162306636954613
79,0.7162306636954613,0.6323185162822037
80,0.6323185162822037,0.38058207404243105
81,0.38058207404243105,-0.45853940009014366
82,-0.45853940009014366,-0.5424515475034012
83,-0.5424515475034012,-0.7102758423299161
84,-0.7102758423299161,-0.7941879897431736
85,-0.7941879897431736,-0.3746272526768863
86,-0.3746272526768863,-0.2907151052636287
87,-0.2907151052636287,0.38058207404243105
88,0.38058207404243105,0.8001428111087184
89,0.8001428111087184,0.6323185162822037
90,0.6323185162822037,0.1288456318026587
91,0.1288456318026587,-0.12289081043711379
92,-0.12289081043711379,-0.038978663023856226
93,-0.038978663023856226,0.9679671059352336
94,0.9679671059352336,0.8001428111087184
95,0.8001428111087184,0.6323185162822037
96,0.6323185162822037,2.1427371697208386
97,2.1427371697208386,3.317507233506443
98,3.317507233506443,1.387527843001521
99,1.387527843001521,0.1288456318026587
100,0.1288456318026587,0.38058207404243105
101,0.38058207404243105,-0.12289081043711379
102,-0.12289081043711379,-0.038978663023856226
103,-0.038978663023856226,-0.038978663023856226
104,-0.038978663023856226,-0.5424515475034012
105,-0.5424515475034012,-0.7102758423299161
106,-0.7102758423299161,-0.7102758423299161
107,-0.7102758423299161,-0.3746272526768863
108,-0.3746272526768863,0.2127577792159163
109,0.2127577792159163,2.9818586438534136
110,2.9818586438534136,4.995750181771593
111,4.995750181771593,3.5692436757462156
112,3.5692436757462156,1.8910007274810656
113,1.8910007274810656,0.9679671059352336
114,0.9679671059352336,0.8001428111087184
115,0.8001428111087184,0.8001428111087184
116,0.8001428111087184,0.4644942214556886
117,0.4644942214556886,0.4644942214556886
118,0.4644942214556886,0.8001428111087184
119,0.8001428111087184,3.4853315283329582
120,3.4853315283329582,5.415310918837881
121,5.415310918837881,4.156628707639018
122,4.156628707639018,2.1427371697208386
123,2.1427371697208386,0.9679671059352336
124,0.9679671059352336,-0.45853940009014366
125,-0.45853940009014366,0.29666992662917385
126,0.29666992662917385,-0.5424515475034012
127,-0.5424515475034012,-0.8781001371564311
128,-0.8781001371564311,-0.9620122845696887
129,-0.9620122845696887,-0.9620122845696887
130,-0.9620122845696887,-1.0459244319829462
131,-1.0459244319829462,-0.7941879897431736
132,-0.7941879897431736,-0.3746272526768863
133,-0.3746272526768863,1.1357914007617487
134,1.1357914007617487,1.4714399904147786
135,1.4714399904147786,2.8140343490268984
136,2.8140343490268984,1.723176432654551
137,1.723176432654551,1.3036156955882634
138,1.3036156955882634,1.6392642852412933
139,1.6392642852412933,1.723176432654551
140,1.723176432654551,0.7162306636954613
