"text"	"favorited"	"favoriteCount"	"replyToSN"	"created"	"truncated"	"replyToSID"	"id"	"replyToUID"	"statusSource"	"screenName"	"retweetCount"	"isRetweet"	"retweeted"	"longitude"	"latitude"
"RT @bsindia: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: #DeutscheBank report https://t.co/GB9ajk2rxG https://t.co/4VgmVtdtTM"	FALSE	0	NA	2016-11-27 09:57:05	FALSE	NA	"802813488762490884"	NA	"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M5)</a>"	"AnilAAP"	7	TRUE	FALSE	NA	NA
"RT @seemach_11: Today Rupee is the world's leading currency with 70 deaths.
#DeMonetisation 
#BharathBandh https://t.co/qhIV48TY1Y"	FALSE	0	NA	2016-11-27 09:57:04	FALSE	NA	"802813480919179264"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"arunesh__deep"	5	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:56:43	FALSE	NA	"802813396219330560"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"koolso"	938	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:56:40	FALSE	NA	"802813383321915392"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Madhusmita_05"	938	TRUE	FALSE	NA	NA
"RT @bsindia: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: #DeutscheBank report https://t.co/GB9ajk2rxG https://t.co/4VgmVtdtTM"	FALSE	0	NA	2016-11-27 09:56:21	FALSE	NA	"802813303969808384"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"AamAdmy"	7	TRUE	FALSE	NA	NA
"RT @VishalDadlani: Our visionary PM should lead by example &amp; declare the source of each rupee being spent on rallies. Also, if new cash, ho…"	FALSE	0	NA	2016-11-27 09:56:20	FALSE	NA	"802813297330262016"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"iyer_sk"	69	TRUE	FALSE	NA	NA
"RT @bsindia: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: #DeutscheBank report https://t.co/GB9ajk2rxG https://t.co/4VgmVtdtTM"	FALSE	0	NA	2016-11-27 09:56:19	FALSE	NA	"802813294734024704"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"DjRj92"	7	TRUE	FALSE	NA	NA
"RT @bsindia: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: #DeutscheBank report https://t.co/GB9ajk2rxG https://t.co/4VgmVtdtTM"	FALSE	0	NA	2016-11-27 09:56:16	FALSE	NA	"802813283287715840"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"reninlal"	7	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:56:13	FALSE	NA	"802813270063271936"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"bigb21bigbshiv"	938	TRUE	FALSE	NA	NA
"Rupee to touch 72.50 against US Dollar by 2017-end: Deutsche Bank – The New Indian Express… https://t.co/w6FBJBD3CC https://t.co/gnVrKk2Oax"	FALSE	0	NA	2016-11-27 09:56:10	FALSE	NA	"802813256524066816"	NA	"<a href=\"http://publicize.wp.com/\" rel=\"nofollow\">WordPress.com</a>"	"bankinformer"	0	FALSE	FALSE	NA	NA
"RT @bsindia: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: #DeutscheBank report https://t.co/GB9ajk2rxG https://t.co/4VgmVtdtTM"	FALSE	0	NA	2016-11-27 09:56:05	FALSE	NA	"802813236554924032"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"micro_fine"	7	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:56:01	FALSE	NA	"802813219760963585"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"payeldey12"	938	TRUE	FALSE	NA	NA
"RT @VishalDadlani: Our visionary PM should lead by example &amp; declare the source of each rupee being spent on rallies. Also, if new cash, ho…"	FALSE	0	NA	2016-11-27 09:55:58	FALSE	NA	"802813204896292865"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"sohamkuma"	69	TRUE	FALSE	NA	NA
"@pappuscamgress O yes..we can see how terrorists are affected. Already terrorists got 2000 rupee note ..looting money in Jk"	FALSE	0	"pappuscamgress"	2016-11-27 09:55:52	FALSE	"802812765094092801"	"802813182028853248"	"1683328596"	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"BibiPakhii"	0	FALSE	FALSE	NA	NA
"RT @chetan_bhagat: Rupee at 62. Because nobody wants to invest in India right now. We hate business, and now business hates us. Bring on th…"	FALSE	0	NA	2016-11-27 09:55:49	FALSE	NA	"802813169986981888"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"Rss_chaddi_waLL"	1676	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:55:47	FALSE	NA	"802813161783099392"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"racyravi"	938	TRUE	FALSE	NA	NA
"RT @ETMarkets: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: @DeutscheBank
https://t.co/EdcPwm4t30 https://t.co/TAEnmM3sSo"	FALSE	0	NA	2016-11-27 09:55:46	FALSE	NA	"802813154401124352"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"mohit_spk"	51	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:55:40	FALSE	NA	"802813130820579328"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"arunprasad72"	938	TRUE	FALSE	NA	NA
"RT @bsindia: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: #DeutscheBank report https://t.co/GB9ajk2rxG https://t.co/4VgmVtdtTM"	FALSE	0	NA	2016-11-27 09:55:39	FALSE	NA	"802813125892263936"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Devprakash999"	7	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:55:39	FALSE	NA	"802813125485531136"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"MogheNilesh"	938	TRUE	FALSE	NA	NA
"RT @naqvimukhtar: Dollar on escalator .......rupee on ventilator....... Ho raha BHARAT NIRMAN."	FALSE	0	NA	2016-11-27 09:55:31	FALSE	NA	"802813090597249024"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"Rss_chaddi_waLL"	963	TRUE	FALSE	NA	NA
"RT @VishalDadlani: Our visionary PM should lead by example &amp; declare the source of each rupee being spent on rallies. Also, if new cash, ho…"	FALSE	0	NA	2016-11-27 09:55:23	FALSE	NA	"802813058447872000"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"pavan_sethi"	69	TRUE	FALSE	NA	NA
"RT @VishalDadlani: Our visionary PM should lead by example &amp; declare the source of each rupee being spent on rallies. Also, if new cash, ho…"	FALSE	0	NA	2016-11-27 09:55:17	FALSE	NA	"802813033206542336"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"RajeevJaiiswal"	69	TRUE	FALSE	NA	NA
"#Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: #DeutscheBank report https://t.co/GB9ajk2rxG https://t.co/4VgmVtdtTM"	FALSE	3	NA	2016-11-27 09:55:00	FALSE	NA	"802812963929341952"	NA	"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>"	"bsindia"	7	FALSE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:55:00	FALSE	NA	"802812963295899648"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"kaziashraf007"	938	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:54:56	FALSE	NA	"802812947525292032"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"nadupallisurya"	938	TRUE	FALSE	NA	NA
"It's been 17 days that new 500 rupee note has been released and none has seen it till date in my city
#DemonetizationFailed"	FALSE	0	NA	2016-11-27 09:54:50	FALSE	NA	"802812921017462784"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"BeLikeBilla"	0	FALSE	FALSE	NA	NA
"RT @Gurmeetramrahim: Great step taken by PM @narendramodi towards fighting corruption by surrendering 500 &amp; 1000 rupee notes. Highly apprec…"	FALSE	0	NA	2016-11-27 09:54:36	FALSE	NA	"802812862087327745"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"sushil30verma"	26633	TRUE	FALSE	NA	NA
"RT @vivawoike: https://t.co/UYGcCjys8D"	FALSE	0	NA	2016-11-27 09:54:31	FALSE	NA	"802812839173898240"	NA	"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M5)</a>"	"iamjatinking"	2	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:54:25	FALSE	NA	"802812815715115008"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"emanbreish2"	938	TRUE	FALSE	NA	NA
"Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/9Rd4hF6YFT"	FALSE	0	NA	2016-11-27 09:54:13	FALSE	NA	"802812766629163010"	NA	"<a href=\"http://ifttt.com\" rel=\"nofollow\">IFTTT</a>"	"StratosInvest"	0	FALSE	FALSE	NA	NA
"Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/lMgui8KPSR"	FALSE	0	NA	2016-11-27 09:54:12	FALSE	NA	"802812762162429952"	NA	"<a href=\"http://ifttt.com\" rel=\"nofollow\">IFTTT</a>"	"StratosInvest"	0	FALSE	FALSE	NA	NA
"RT @VishalDadlani: Our visionary PM should lead by example &amp; declare the source of each rupee being spent on rallies. Also, if new cash, ho…"	FALSE	0	NA	2016-11-27 09:54:09	FALSE	NA	"802812747171827713"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ananayv"	69	TRUE	FALSE	NA	NA
"RT @ETMarkets: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: @DeutscheBank
https://t.co/EdcPwm4t30 https://t.co/TAEnmM3sSo"	FALSE	0	NA	2016-11-27 09:54:08	FALSE	NA	"802812743422095360"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Impres78"	51	TRUE	FALSE	NA	NA
"RT @meerasanyal: The mystery of the missing 500 notes explained - if true the nation has a long wait... https://t.co/8DO9lCUC0j"	FALSE	0	NA	2016-11-27 09:54:07	FALSE	NA	"802812741958467584"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"pavan_sethi"	12	TRUE	FALSE	NA	NA
"RT @VishalDadlani: Our visionary PM should lead by example &amp; declare the source of each rupee being spent on rallies. Also, if new cash, ho…"	FALSE	0	NA	2016-11-27 09:53:57	FALSE	NA	"802812697892900865"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"MohdEmranKhan"	69	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:53:10	FALSE	NA	"802812500630642688"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Awadhesh30"	938	TRUE	FALSE	NA	NA
"RT @VishalDadlani: Our visionary PM should lead by example &amp; declare the source of each rupee being spent on rallies. Also, if new cash, ho…"	FALSE	0	NA	2016-11-27 09:53:03	FALSE	NA	"802812470121340928"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"gochangeindia"	69	TRUE	FALSE	NA	NA
"RT @thehindubiz: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Report - https://t.co/jPLtDnZdjq"	FALSE	0	NA	2016-11-27 09:53:02	FALSE	NA	"802812469395722240"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ShrNitin"	27	TRUE	FALSE	NA	NA
"RT @VishalDadlani: Our visionary PM should lead by example &amp; declare the source of each rupee being spent on rallies. Also, if new cash, ho…"	FALSE	0	NA	2016-11-27 09:53:02	FALSE	NA	"802812467596431360"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ChoradiyaMehul"	69	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 09:52:55	FALSE	NA	"802812440282963969"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"sugandhk870"	938	TRUE	FALSE	NA	NA
"RT @meerasanyal: The mystery of the missing 500 notes explained - if true the nation has a long wait... https://t.co/8DO9lCUC0j"	FALSE	0	NA	2016-11-27 09:52:50	FALSE	NA	"802812418086805504"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Jha__Pooja"	12	TRUE	FALSE	NA	NA
"RT @iAnkurSingh: Aftr reading Intellectuals I'm convinced had Economist MMS been PM 2004-14 instead of Chaiwala,Rupee wudnt hv fallen 44to…"	FALSE	0	NA	2016-11-27 09:52:45	FALSE	NA	"802812396578414592"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"SUHRUTH2007"	41	TRUE	FALSE	NA	NA
