"text"	"favorited"	"favoriteCount"	"replyToSN"	"created"	"truncated"	"replyToSID"	"id"	"replyToUID"	"statusSource"	"screenName"	"retweetCount"	"isRetweet"	"retweeted"	"longitude"	"latitude"
"RT @annatarajgowda: Govt of India : Remove #Devanagari Numerals and 
#HindiImposition from Rupee Notes https://t.co/BUyUoOGnyN"	FALSE	0	NA	2016-11-27 07:06:20	FALSE	NA	"802770518285766656"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ChandrahasKp"	3	TRUE	FALSE	NA	NA
"RT @annatarajgowda: Govt of India : Remove #Devanagari Numerals and 
#HindiImposition from Rupee Notes https://t.co/0OzVhgJt21"	FALSE	0	NA	2016-11-27 07:06:17	FALSE	NA	"802770504998211584"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ChandrahasKp"	3	TRUE	FALSE	NA	NA
"RT @annatarajgowda: The rupee touched 68.86 per dollar despite RBI intervention that earlier helped a recovery in the currency https://t.co…"	FALSE	0	NA	2016-11-27 07:06:09	FALSE	NA	"802770470177161216"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ChandrahasKp"	3	TRUE	FALSE	NA	NA
"Got the new Rs.500 note
I m not getting the feel of a 500 rupee note������ https://t.co/e211JvcF6N"	FALSE	0	NA	2016-11-27 07:06:00	FALSE	NA	"802770432621322241"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ShantanuNivekar"	0	FALSE	FALSE	NA	NA
"RT @TheQuint: The new Rs 500 note is missing from circulation. | @DikshitAshish
https://t.co/T7uYsAOtNg"	FALSE	0	NA	2016-11-27 07:05:36	FALSE	NA	"802770330699890690"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"abid_hussain"	18	TRUE	FALSE	NA	NA
"I never advocated #RBI or #PiSsU banks to switch to Euro (€) from US Dollar ($) as their Forex Reserves.

Get off my back, &amp; save Rupee (₹)"	FALSE	0	NA	2016-11-27 07:05:23	FALSE	NA	"802770278770016256"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"indiapharaoh"	0	FALSE	FALSE	NA	NA
"Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report: The rupee is… https://t.co/LcuqH9skXB #til_now #news #DNA"	FALSE	0	NA	2016-11-27 07:05:11	FALSE	NA	"802770225510785024"	NA	"<a href=\"http://dlvr.it\" rel=\"nofollow\">dlvr.it</a>"	"news_in"	0	FALSE	FALSE	NA	NA
"@sureshpprabhu counters at BRC not issuing tkt for unavailability of 2000 rupee change. Kindly look at option of card payments at counters"	FALSE	0	"sureshpprabhu"	2016-11-27 07:04:52	FALSE	NA	"802770147123531776"	"141208596"	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"vinpandey3"	0	FALSE	FALSE	NA	NA
"RT @annatarajgowda: Govt of India : Remove #Devanagari Numerals and 
#HindiImposition from Rupee Notes https://t.co/BUyUoOGnyN"	FALSE	0	NA	2016-11-27 07:04:19	FALSE	NA	"802770009139183616"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Chandukp3"	3	TRUE	FALSE	NA	NA
"RT @annatarajgowda: Govt of India : Remove #Devanagari Numerals and 
#HindiImposition from Rupee Notes https://t.co/0OzVhgJt21"	FALSE	0	NA	2016-11-27 07:04:17	FALSE	NA	"802769999387496449"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Chandukp3"	3	TRUE	FALSE	NA	NA
"@dna God Says:Rupee-50Rs a USDollar soon @narendramodi @rvaidya2000"	FALSE	0	"dna"	2016-11-27 07:04:15	FALSE	"802766181669027844"	"802769991451840512"	"17710740"	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"junejamkanju"	0	FALSE	FALSE	NA	NA
"RT @annatarajgowda: The rupee touched 68.86 per dollar despite RBI intervention that earlier helped a recovery in the currency https://t.co…"	FALSE	0	NA	2016-11-27 07:04:11	FALSE	NA	"802769975534465024"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Chandukp3"	3	TRUE	FALSE	NA	NA
"There is competition between #PM Garima and Rupee value.. kon kitnA girta hai.������������������ https://t.co/lJxTbg6ZEl"	FALSE	0	NA	2016-11-27 07:04:11	FALSE	NA	"802769973789630465"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"bhau_rokthok"	0	FALSE	FALSE	NA	NA
"If one rupee was increased in congress govt, BJP opposed...Now what is happening https://t.co/A21vVxfk74"	FALSE	0	NA	2016-11-27 07:04:02	FALSE	NA	"802769935604715520"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"DrVikrantJawla"	0	FALSE	FALSE	NA	NA
"Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/Jh161tTPGE"	FALSE	0	NA	2016-11-27 07:03:47	FALSE	NA	"802769876024631296"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"Puneetvizh"	0	FALSE	FALSE	NA	NA
"RT @IndiaExplained: If Modi really wanted to leave his mark on this demonetisation exercise, he should have introduced a 2002 rupee note"	FALSE	0	NA	2016-11-27 07:03:33	FALSE	NA	"802769814708101121"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"shreya7376"	103	TRUE	FALSE	NA	NA
"Promissory line on Note: \"I Promise To Pay The Bearer The Sum Of 500 Rupee's\" no longer holds good. BJP Sarkar can make it redundant anytime"	FALSE	0	NA	2016-11-27 07:03:31	FALSE	NA	"802769805765808132"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Narenpurohit"	0	FALSE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 07:03:21	FALSE	NA	"802769764128989184"	NA	"<a href=\"http://www.twitter.com\" rel=\"nofollow\">Twitter for Windows</a>"	"Click2Amit"	18	TRUE	FALSE	NA	NA
"RT @VincentDSouza19: Third remonetisation at 8 p.m. on 27 February 2017.  5,000 rupees notes out. 10,000 rupee notes in."	FALSE	0	NA	2016-11-27 07:02:25	FALSE	NA	"802769530250469376"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"nelsondsouza"	1	TRUE	FALSE	NA	NA
"RT @VincentDSouza19: Next remonetisation at 8 p.m. on 31 December 2016.  2,000 rupees note out.  5,000 rupee notes in."	FALSE	0	NA	2016-11-27 07:02:22	FALSE	NA	"802769519299219456"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"nelsondsouza"	1	TRUE	FALSE	NA	NA
"Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/u0hI4BiXDu

The rupee is expected to see furthe…"	FALSE	0	NA	2016-11-27 07:02:21	FALSE	NA	"802769513620111360"	NA	"<a href=\"http://ifttt.com\" rel=\"nofollow\">IFTTT</a>"	"nasirmobeen2"	0	FALSE	FALSE	NA	NA
"RT @vidyarthee: #ModiGovt's flip-flops on rules for currency exchange is detrimental for the institutional credibility of #Rupee in the lon…"	FALSE	0	NA	2016-11-27 07:02:09	FALSE	NA	"802769464538365952"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"SiddharthKshat5"	55	TRUE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 07:01:57	FALSE	NA	"802769412759560193"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"rakeshuttarkar1"	18	TRUE	FALSE	NA	NA
"Dont got my refund of 5050.51/-rupee. Wallet ord.no. 4026806237 (November 17:38)time
Id -8882334566
Please help@Paytmcare"	FALSE	0	NA	2016-11-27 07:01:40	FALSE	NA	"802769342198738944"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"tarique26jan"	0	FALSE	FALSE	NA	NA
"Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report"	FALSE	0	NA	2016-11-27 07:01:19	FALSE	NA	"802769255049678848"	NA	"<a href=\"https://zapier.com/\" rel=\"nofollow\">Zapier.com</a>"	"MechanicalBaba"	0	FALSE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 07:01:10	FALSE	NA	"802769217380646916"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"yashokkumary"	18	TRUE	FALSE	NA	NA
"Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Report https://t.co/C2g1EIHTMe"	FALSE	0	NA	2016-11-27 07:01:03	FALSE	NA	"802769185667313664"	NA	"<a href=\"http://dlvr.it\" rel=\"nofollow\">dlvr.it</a>"	"_Forex_2017"	0	FALSE	FALSE	NA	NA
"RT @TheQuint: The new Rs 500 note is missing from circulation. | @DikshitAshish
https://t.co/T7uYsAOtNg"	FALSE	0	NA	2016-11-27 07:00:41	FALSE	NA	"802769094898380801"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"msmsaifullah"	18	TRUE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 07:00:09	FALSE	NA	"802768960261275649"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"Interpreter79"	18	TRUE	FALSE	NA	NA
"Rupee To Breach 70-Mark By December, Touch 72.50 By 2017-End: Report https://t.co/qWGYahNVGy"	FALSE	0	NA	2016-11-27 07:00:08	FALSE	NA	"802768955643301888"	NA	"<a href=\"http://dlvr.it\" rel=\"nofollow\">dlvr.it</a>"	"Marie____Taylor"	0	FALSE	FALSE	NA	NA
"#Indian #SuryaRay Rupee To Breach 70-Mark By December, Touch 72.50 By 2017-End: Report: The rupee… https://t.co/oGX1Z55jnM #Indian @SuryaRay"	FALSE	0	NA	2016-11-27 07:00:06	FALSE	NA	"802768948907286531"	NA	"<a href=\"http://dlvr.it\" rel=\"nofollow\">dlvr.it</a>"	"Marie____Taylor"	0	FALSE	FALSE	NA	NA
"ಚಪ್ಪಲಿ ರಿಪೇರಿಗೆ 10 ರೂ. ಸ್ಮೃತಿ ಕೊಟ್ಟಿದ್ದು ನೂರು! https://t.co/aFtEEeXlBU"	FALSE	0	NA	2016-11-27 06:59:58	FALSE	NA	"802768915667353600"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"VishwavaniNews"	0	FALSE	FALSE	NA	NA
"RT @IndiaExplained: If Modi really wanted to leave his mark on this demonetisation exercise, he should have introduced a 2002 rupee note"	FALSE	0	NA	2016-11-27 06:59:05	FALSE	NA	"802768690756235264"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Sagarkotian"	103	TRUE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 06:59:04	FALSE	NA	"802768689036607489"	NA	"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M5)</a>"	"wilson_b"	18	TRUE	FALSE	NA	NA
"RT @Gurmeetramrahim: Great step taken by PM @narendramodi towards fighting corruption by surrendering 500 &amp; 1000 rupee notes. Highly apprec…"	FALSE	0	NA	2016-11-27 06:58:53	FALSE	NA	"802768640621744129"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ShivaniInsa87"	26617	TRUE	FALSE	NA	NA
"@rachitst I made a day trip &amp; back to Mumbai last week without spending a single rupee in cash - UBER / PaYTM / Credit Cards"	FALSE	0	"rachitst"	2016-11-27 06:57:29	FALSE	"802759144323182592"	"802768291206807552"	"139014473"	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"devarcot"	0	FALSE	FALSE	NA	NA
"RT @Roshan_Kr_Rai: @hmishrahm @Swamy39 he said 1$ will be 1 rupee when modi comes..and now he is silent..he is morally corrupt too"	FALSE	0	NA	2016-11-27 06:57:03	FALSE	NA	"802768180171120640"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"arohan16524"	2	TRUE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 06:56:46	FALSE	NA	"802768106925989888"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"jimiless"	18	TRUE	FALSE	NA	NA
"Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report"	FALSE	0	NA	2016-11-27 06:56:38	FALSE	NA	"802768073371615232"	NA	"<a href=\"http://ifttt.com\" rel=\"nofollow\">IFTTT</a>"	"AficionadoYash"	0	FALSE	FALSE	NA	NA
"RT @NDTVProfit: Rupee To Breach 70-Mark By December, Touch 72.50 By 2017-End: Report
https://t.co/C2sghqoAtS"	FALSE	0	NA	2016-11-27 06:56:04	FALSE	NA	"802767932853891072"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Devprakash999"	2	TRUE	FALSE	NA	NA
"RT @narendramodi: Pictures from the Agra rally. Talked about how 500 &amp; 1000 Rupee notes ceasing to be legal tender will sharpen our fight a…"	FALSE	0	NA	2016-11-27 06:55:49	FALSE	NA	"802767871625560065"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Deepakr05065623"	3915	TRUE	FALSE	NA	NA
"@RAJ_KUMAR_VERMA @Swamy39 my take..till we start manufacturing and exporting the Rupee value will hover around 70."	FALSE	0	"RAJ_KUMAR_VERMA"	2016-11-27 06:55:49	FALSE	"802766850597629952"	"802767871382200320"	"775415430"	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"DABANGORIGINAL"	0	FALSE	FALSE	NA	NA
"RT @InvestingLatest: barronsonline: India’s anti-corruption plan backfires, leading to slower growth https://t.co/wOoMBN1UOM https://t.co/q…"	FALSE	0	NA	2016-11-27 06:55:40	FALSE	NA	"802767833490800641"	NA	"<a href=\"HTTPS://DOORDA.COM\" rel=\"nofollow\">CLICKKL1</a>"	"cliffordious"	1	TRUE	FALSE	NA	NA
"#SimplyRik - Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report connect with on Rikins https://t.co/m4sGncvVRw"	FALSE	0	NA	2016-11-27 06:55:25	FALSE	NA	"802767767732678657"	NA	"<a href=\"http://ifttt.com\" rel=\"nofollow\">IFTTT</a>"	"Rikins"	0	FALSE	FALSE	NA	NA
"RT @santhoshsurneni: Mystery of Missing Rs 500 Notes: Who is Responsible? Govt
or RBI? https://t.co/gnT6KaMpvH"	FALSE	0	NA	2016-11-27 06:55:14	FALSE	NA	"802767722564055041"	NA	"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>"	"pavanvoice"	1	TRUE	FALSE	NA	NA
"New post: RBI seen intervening to support rupee: Traders https://t.co/oi3T0s5N3c"	FALSE	0	NA	2016-11-27 06:54:56	FALSE	NA	"802767648027275265"	NA	"<a href=\"http://www.optionstip.com/blog\" rel=\"nofollow\">optionstipblog</a>"	"OptionsTip"	0	FALSE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 06:54:55	FALSE	NA	"802767644638097408"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ku_vjay"	18	TRUE	FALSE	NA	NA
"New post: Rupee gains 30 paise to 68.43 in late morning trade https://t.co/9jQUZPnank"	FALSE	0	NA	2016-11-27 06:54:51	FALSE	NA	"802767626371997696"	NA	"<a href=\"http://www.optionstip.com/blog\" rel=\"nofollow\">optionstipblog</a>"	"OptionsTip"	0	FALSE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 06:54:44	FALSE	NA	"802767597582196736"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"LiuBhai"	18	TRUE	FALSE	NA	NA
"New post: Geometric sees marginal impact of rupee depreciaiton on IT cos https://t.co/XWITYsg38I"	FALSE	0	NA	2016-11-27 06:54:43	FALSE	NA	"802767592372977664"	NA	"<a href=\"http://www.optionstip.com/blog\" rel=\"nofollow\">optionstipblog</a>"	"OptionsTip"	0	FALSE	FALSE	NA	NA
"New post: Rupee closes up 27 paise against US dollar https://t.co/S1mdlOkOi6"	FALSE	0	NA	2016-11-27 06:54:29	FALSE	NA	"802767535254839297"	NA	"<a href=\"http://www.optionstip.com/blog\" rel=\"nofollow\">optionstipblog</a>"	"OptionsTip"	0	FALSE	FALSE	NA	NA
"Devanagari Numerals and Hindi Imposition from Rupee Notes - Sign the petition https://t.co/pghxLQQ4jh via @ChangeOrg_India"	FALSE	0	NA	2016-11-27 06:54:25	FALSE	NA	"802767518016245760"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"beingsajeesh"	0	FALSE	FALSE	NA	NA
"RT @Narendramodi_PM: The highlights of the responses to the question :- What do you think of the government’s move to demonetize old 500 an…"	FALSE	0	NA	2016-11-27 06:54:25	FALSE	NA	"802767515893907456"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"mahendra1680"	40	TRUE	FALSE	NA	NA
"New post: Four charts that show why rupee fall may not last long https://t.co/yyNQidcCOJ"	FALSE	0	NA	2016-11-27 06:54:25	FALSE	NA	"802767515805847552"	NA	"<a href=\"http://www.optionstip.com/blog\" rel=\"nofollow\">optionstipblog</a>"	"OptionsTip"	0	FALSE	FALSE	NA	NA
"New post: Weak rupee drags BSE Dollex-30 8% down in Nov, shows why FIIs are running for exit https://t.co/OgDSAL4KQS"	FALSE	0	NA	2016-11-27 06:54:18	FALSE	NA	"802767487976738816"	NA	"<a href=\"http://www.optionstip.com/blog\" rel=\"nofollow\">optionstipblog</a>"	"OptionsTip"	0	FALSE	FALSE	NA	NA
"New post: The week that was: After strong volatility, rupee trend, FII flows to move market https://t.co/7GCRDm2nzH"	FALSE	0	NA	2016-11-27 06:53:58	FALSE	NA	"802767403876810752"	NA	"<a href=\"http://www.optionstip.com/blog\" rel=\"nofollow\">optionstipblog</a>"	"OptionsTip"	0	FALSE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 06:53:35	FALSE	NA	"802767307789496320"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"angirasd"	18	TRUE	FALSE	NA	NA
"#rupee #educated Rs 2 note completed education and now have a degree with new Rs 2000 note https://t.co/l7p1902m3z"	FALSE	0	NA	2016-11-27 06:53:25	FALSE	NA	"802767264579776512"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"anas826"	0	FALSE	FALSE	NA	NA
"Indian rupee to UAE Dirham may touch 25-27 mark https://t.co/mH01xXPjMs"	FALSE	0	NA	2016-11-27 06:53:09	FALSE	NA	"802767196812288001"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"ramjiyahoo"	0	FALSE	FALSE	NA	NA
"RT @IndiaExplained: If Modi really wanted to leave his mark on this demonetisation exercise, he should have introduced a 2002 rupee note"	FALSE	0	NA	2016-11-27 06:53:05	FALSE	NA	"802767180731269120"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"MustafaQuraishi"	103	TRUE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 06:52:55	FALSE	NA	"802767140033941504"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"enjoyNIFTYing"	18	TRUE	FALSE	NA	NA
"The New 500 nd 2000 rupee Note have not photoshoped  well."	FALSE	0	NA	2016-11-27 06:52:44	FALSE	NA	"802767095343759360"	NA	"<a href=\"http://www.facebook.com/twitter\" rel=\"nofollow\">Facebook</a>"	"mk5059"	0	FALSE	FALSE	NA	NA
