"text"	"favorited"	"favoriteCount"	"replyToSN"	"created"	"truncated"	"replyToSID"	"id"	"replyToUID"	"statusSource"	"screenName"	"retweetCount"	"isRetweet"	"retweeted"	"longitude"	"latitude"
"RT @DikshitAshish: You'll be shocked to know why new notes of ₹500 have still not made it to ATMs &amp; banks! It'll take many more months!
htt…"	FALSE	0	NA	2016-11-26 11:59:32	FALSE	NA	"802481912707043328"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"SachKiTalashMe"	63	TRUE	FALSE	NA	NA
"Infosys, TCS make a killing on weak rupee but should you worry? https://t.co/QmZU47Wwop via @"	FALSE	0	NA	2016-11-26 11:59:20	FALSE	NA	"802481866213183488"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"sofiyagood"	0	FALSE	FALSE	NA	NA
"RT @DikshitAshish: You'll be shocked to know why new notes of ₹500 have still not made it to ATMs &amp; banks! It'll take many more months!
htt…"	FALSE	0	NA	2016-11-26 11:59:13	FALSE	NA	"802481834734985216"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"BollywoodyAllen"	63	TRUE	FALSE	NA	NA
"RT @ShefVaidya: Line at a working ATM dispensing 100 rupee notes in #Kanchi this morning. Average wait time 8 mins. #DeMonetization https:/…"	FALSE	0	NA	2016-11-26 11:59:12	FALSE	NA	"802481828825354240"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"ramnathorama"	109	TRUE	FALSE	NA	NA
"Mystery of Missing Rs 500 Notes: Who is Responsible? Govt
or RBI? https://t.co/g8WR56Qjvg"	FALSE	0	NA	2016-11-26 11:59:11	FALSE	NA	"802481826732195841"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"Khakshar"	0	FALSE	FALSE	NA	NA
"RT @DikshitAshish: You'll be shocked to know why new notes of ₹500 have still not made it to ATMs &amp; banks! It'll take many more months!
htt…"	FALSE	0	NA	2016-11-26 11:59:02	FALSE	NA	"802481789390372864"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"PKR70"	63	TRUE	FALSE	NA	NA
"RT @DikshitAshish: You'll be shocked to know why new notes of ₹500 have still not made it to ATMs &amp; banks! It'll take many more months!
htt…"	FALSE	0	NA	2016-11-26 11:59:01	FALSE	NA	"802481782943727616"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"amitmeena88"	63	TRUE	FALSE	NA	NA
"Antique coins and one rupee notes Can make corepati!!!! - https://t.co/gAd3usg7Qr https://t.co/ogwVJtVZZl"	FALSE	0	NA	2016-11-26 11:58:51	FALSE	NA	"802481743492059137"	NA	"<a href=\"http://newcoinreleases.com/\" rel=\"nofollow\">NewCoinReleases</a>"	"NewCoinReleases"	0	FALSE	FALSE	NA	NA
"RT @_anujsinghal: Since August 2013: Rupee is flat, Brazilian Real down 44%, Peso down 55%, Ringgit down 34%. Perspective vs noise!! https:…"	FALSE	0	NA	2016-11-26 11:58:49	FALSE	NA	"802481736030580737"	NA	"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M5)</a>"	"1_a_c_e"	247	TRUE	FALSE	NA	NA
"RT @Gurmeetramrahim: Great step taken by PM @narendramodi towards fighting corruption by surrendering 500 &amp; 1000 rupee notes. Highly apprec…"	FALSE	0	NA	2016-11-26 11:58:49	FALSE	NA	"802481734193291264"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"parveenranga051"	26523	TRUE	FALSE	NA	NA
"RT @_anujsinghal: Since August 2013: Rupee is flat, Brazilian Real down 44%, Peso down 55%, Ringgit down 34%. Perspective vs noise!! https:…"	FALSE	0	NA	2016-11-26 11:58:33	FALSE	NA	"802481668502061056"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"guptas08"	247	TRUE	FALSE	NA	NA
"Prijzen zijn in euro en niet rupee of rand https://t.co/CQhh6RoztW"	FALSE	0	NA	2016-11-26 11:58:24	FALSE	NA	"802481629142749186"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"jelmerdeboer"	0	FALSE	FALSE	NA	NA
"RT @HasanSafin: Transport - 70% ⬇️
Real estate - 90% ⬇️
Jeweller - 80% ⬇️
Mandis- 70% ⬇️
Rupee -all time low ⬇️
Jobs -all time low ⬇️

#मो…"	FALSE	0	NA	2016-11-26 11:58:18	FALSE	NA	"802481604027445249"	NA	"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>"	"27Puranik"	210	TRUE	FALSE	NA	NA
"RT @ShefVaidya: Line at a working ATM dispensing 100 rupee notes in #Kanchi this morning. Average wait time 8 mins. #DeMonetization https:/…"	FALSE	0	NA	2016-11-26 11:58:15	FALSE	NA	"802481591272341504"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"IKeepShut"	109	TRUE	FALSE	NA	NA
"RT @ShefVaidya: Line at a working ATM dispensing 100 rupee notes in #Kanchi this morning. Average wait time 8 mins. #DeMonetization https:/…"	FALSE	0	NA	2016-11-26 11:57:29	FALSE	NA	"802481397784948736"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"login2bigbang"	109	TRUE	FALSE	NA	NA
"RT @Atheist_Krishna: When you know Modi played a master stroke by banning 500 &amp; 1000 rupee note but you can't praise him for obvious reason…"	FALSE	0	NA	2016-11-26 11:57:13	FALSE	NA	"802481332538392577"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"MK7786"	800	TRUE	FALSE	NA	NA
"A common currency used in the Mughal empire, the 'rupiya', was a defining moment in the evolution of the rupee.… https://t.co/PxCha7JyPc"	FALSE	0	NA	2016-11-26 11:57:00	TRUE	NA	"802481278234726400"	NA	"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>"	"bmawealth"	0	FALSE	FALSE	NA	NA
"RT @_anujsinghal: Since August 2013: Rupee is flat, Brazilian Real down 44%, Peso down 55%, Ringgit down 34%. Perspective vs noise!! https:…"	FALSE	0	NA	2016-11-26 11:56:52	FALSE	NA	"802481243732357120"	NA	"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M5)</a>"	"agutgutia"	247	TRUE	FALSE	NA	NA
"RT @DikshitAshish: You'll be shocked to know why new notes of ₹500 have still not made it to ATMs &amp; banks! It'll take many more months!
htt…"	FALSE	0	NA	2016-11-26 11:56:51	FALSE	NA	"802481238577582080"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"dharbhar"	63	TRUE	FALSE	NA	NA
"RT @vidyarthee: #ModiGovt's flip-flops on rules for currency exchange is detrimental for the institutional credibility of #Rupee in the lon…"	FALSE	0	NA	2016-11-26 11:56:47	FALSE	NA	"802481223918440448"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"puneet_arya2812"	29	TRUE	FALSE	NA	NA
"'Exporters not benefited by rupee fall' https://t.co/DNVT17smDj"	FALSE	0	NA	2016-11-26 11:56:47	FALSE	NA	"802481223377551360"	NA	"<a href=\"http://www.google.com/\" rel=\"nofollow\">Google</a>"	"stockmarketpuls"	0	FALSE	FALSE	NA	NA
"RT @Trendulkar: Here's tomorrow's announcement by Government: Old 500 rupee notes can be used to buy Netflix Subscription, Amazon Prime and…"	FALSE	0	NA	2016-11-26 11:56:26	FALSE	NA	"802481133476777984"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"nehulma"	308	TRUE	FALSE	NA	NA
"RT @DikshitAshish: You'll be shocked to know why new notes of ₹500 have still not made it to ATMs &amp; banks! It'll take many more months!
htt…"	FALSE	0	NA	2016-11-26 11:56:14	FALSE	NA	"802481085498138624"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"manishgarg80"	63	TRUE	FALSE	NA	NA
"RT @_anujsinghal: Since August 2013: Rupee is flat, Brazilian Real down 44%, Peso down 55%, Ringgit down 34%. Perspective vs noise!! https:…"	FALSE	0	NA	2016-11-26 11:55:19	FALSE	NA	"802480855406891008"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"Krrisshna"	247	TRUE	FALSE	NA	NA
"RT @DikshitAshish: You'll be shocked to know why new notes of ₹500 have still not made it to ATMs &amp; banks! It'll take many more months!
htt…"	FALSE	0	NA	2016-11-26 11:55:15	FALSE	NA	"802480835072921604"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"allnivas"	63	TRUE	FALSE	NA	NA
"RT @Gurmeetramrahim: Great step taken by PM @narendramodi towards fighting corruption by surrendering 500 &amp; 1000 rupee notes. Highly apprec…"	FALSE	0	NA	2016-11-26 11:55:07	FALSE	NA	"802480801602555904"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"shalu7insan"	26523	TRUE	FALSE	NA	NA
"RT @_anujsinghal: Since August 2013: Rupee is flat, Brazilian Real down 44%, Peso down 55%, Ringgit down 34%. Perspective vs noise!! https:…"	FALSE	0	NA	2016-11-26 11:54:42	FALSE	NA	"802480698451820545"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"MK7786"	247	TRUE	FALSE	NA	NA
"RT @ibnebattuta: Now rupee has become anti national. https://t.co/9Fypr4OeZa"	FALSE	0	NA	2016-11-26 11:54:38	FALSE	NA	"802480681532145664"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ketansharma"	17	TRUE	FALSE	NA	NA
"RT @DikshitAshish: You'll be shocked to know why new notes of ₹500 have still not made it to ATMs &amp; banks! It'll take many more months!
htt…"	FALSE	0	NA	2016-11-26 11:53:58	FALSE	NA	"802480515693641728"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"jethiankur"	63	TRUE	FALSE	NA	NA
