"text"	"favorited"	"favoriteCount"	"replyToSN"	"created"	"truncated"	"replyToSID"	"id"	"replyToUID"	"statusSource"	"screenName"	"retweetCount"	"isRetweet"	"retweeted"	"longitude"	"latitude"
"RT @ETMarkets: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: @DeutscheBank
https://t.co/EdcPwm4t30 https://t.co/TAEnmM3sSo"	FALSE	0	NA	2016-11-27 08:46:26	FALSE	NA	"802795707727888384"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"prashantkpanda"	38	TRUE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 08:46:07	FALSE	NA	"802795627583139840"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"vikramch"	58	TRUE	FALSE	NA	NA
"@RailMinIndia 
To stop black money and 500 rupee notes use in Bkng off I have  introduced  Pancard and ATM card with decl for FTR bkng"	FALSE	0	"RailMinIndia"	2016-11-27 08:45:51	FALSE	NA	"802795559669022720"	"2602959463"	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"kvrmurthy666"	0	FALSE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 08:45:44	FALSE	NA	"802795531936276484"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"rahulsinghmaan"	671	TRUE	FALSE	NA	NA
"RT @Gurmeetramrahim: Great step taken by PM @narendramodi towards fighting corruption by surrendering 500 &amp; 1000 rupee notes. Highly apprec…"	FALSE	0	NA	2016-11-27 08:45:39	FALSE	NA	"802795511346561024"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"ashuk6122"	26626	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 08:45:31	FALSE	NA	"802795475413790720"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"amitchitalia"	671	TRUE	FALSE	NA	NA
"RT @iAnkurSingh: Aftr reading Intellectuals I'm convinced had Economist MMS been PM 2004-14 instead of Chaiwala,Rupee wudnt hv fallen 44to…"	FALSE	0	NA	2016-11-27 08:45:21	FALSE	NA	"802795434628542464"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"Meeshculi"	25	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 08:45:11	FALSE	NA	"802795393692139520"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"sank_uma"	671	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 08:45:08	FALSE	NA	"802795381696274432"	NA	"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M5)</a>"	"ajitkld"	671	TRUE	FALSE	NA	NA
"RT @dna: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/U2wEZOXGxG"	FALSE	0	NA	2016-11-27 08:44:58	FALSE	NA	"802795336414756864"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"MuzzammilAap"	58	TRUE	FALSE	NA	NA
"RT @adarshshastri: This is unbelievable,worse than Emergency! Basically will not allow people to withdraw even a rupee for any wedding! htt…"	FALSE	0	NA	2016-11-27 08:44:55	FALSE	NA	"802795326557954048"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"imlalarahul"	808	TRUE	FALSE	NA	NA
"The election of Trump deteriorates Indian Rupee as foreign investors pulled out their money from Indian market
https://t.co/zDsbz6ntUf"	FALSE	0	NA	2016-11-27 08:44:39	FALSE	NA	"802795259130351620"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"woalstla10"	0	FALSE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 08:44:34	FALSE	NA	"802795239228350465"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"VijaySinghBais2"	671	TRUE	FALSE	NA	NA
"RT @narendramodi: In sync with what most people asked, today's #MannKiBaat was centred around the decision on 500 &amp; 1000 Rupee notes. https…"	FALSE	0	NA	2016-11-27 08:44:30	FALSE	NA	"802795220483993600"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"RPShukla2412"	671	TRUE	FALSE	NA	NA
"Little learning is a dangerous thing. Compare the value of Rupee against CAD, Euro,Pound, AUD and SD and then show… https://t.co/2vOahwCUAl"	FALSE	0	NA	2016-11-27 08:44:06	TRUE	NA	"802795119665508354"	NA	"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"	"samsmj77"	0	FALSE	FALSE	NA	NA
"@TheOfficialSBI i think rupee &amp; American dollar connections help to greater SBI status @ world . careful investments to &amp; fro . securities*?"	FALSE	0	"TheOfficialSBI"	2016-11-27 08:43:50	FALSE	"802474517784211456"	"802795051331919872"	"2251588934"	"<a href=\"http://www.twitter.com\" rel=\"nofollow\">Twitter for Windows</a>"	"umapolitics7779"	0	FALSE	FALSE	NA	NA
"RT @iAnkurSingh: Aftr reading Intellectuals I'm convinced had Economist MMS been PM 2004-14 instead of Chaiwala,Rupee wudnt hv fallen 44to…"	FALSE	0	NA	2016-11-27 08:43:17	FALSE	NA	"802794915566473216"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"imeerage"	25	TRUE	FALSE	NA	NA
"RT @Yadav77Pankaj: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/35GzTuI60z by #KBByju via @c0…"	FALSE	0	NA	2016-11-27 08:43:09	FALSE	NA	"802794881072713728"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"journopolana"	2	TRUE	FALSE	NA	NA
"RT @ETMarkets: #Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: @DeutscheBank
https://t.co/EdcPwm4t30 https://t.co/TAEnmM3sSo"	FALSE	0	NA	2016-11-27 08:42:19	FALSE	NA	"802794671504179200"	NA	"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"	"achinth"	38	TRUE	FALSE	NA	NA
"RT @Yadav77Pankaj: Rupee to breach 70-mark by Dec, touch 72.50 by 2017-end: Deutsche Bank report https://t.co/35GzTuI60z by #KBByju via @c0…"	FALSE	0	NA	2016-11-27 08:42:15	FALSE	NA	"802794655452540929"	NA	"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"	"PublicProsector"	2	TRUE	FALSE	NA	NA
