index,guestId,roomId,rating,timestamp
1,1,3,1707363896.3958778
2,1,2,1707363896.39589
3,1,2,1707363896.3958988
4,1,3,1707363896.3959072
5,1,2,1707363896.395914
6,1,2,1707363896.395922
7,1,1,1707363896.395929
8,1,4,1707363896.395936
9,1,4,1707363896.395943
10,1,1,1707363896.39595
11,1,3,1707363896.395957
12,1,0,1707363896.395964
13,1,0,1707363896.395971
14,1,0,1707363896.395978
15,1,1,1707363896.395985
16,1,1,1707363896.395992
17,1,2,1707363896.395999
18,1,0,1707363896.3960059
19,1,3,1707363896.396013
1,2,3,1707363896.396058
2,2,0,1707363896.396066
3,2,0,1707363896.3960729
4,2,0,1707363896.39608
5,2,1,1707363896.396087
6,2,1,1707363896.3960938
7,2,1,1707363896.3961012
8,2,4,1707363896.3961082
9,2,3,1707363896.3961148
10,2,3,1707363896.3961222
11,2,2,1707363896.3961291
12,2,1,1707363896.3961349
13,2,4,1707363896.396142
14,2,4,1707363896.396149
15,2,3,1707363896.396157
16,2,1,1707363896.396163
17,2,2,1707363896.39617
18,2,1,1707363896.3961768
19,2,0,1707363896.396184
1,3,1,1707363896.3962219
2,3,0,1707363896.396229
3,3,0,1707363896.3962371
4,3,2,1707363896.396244
5,3,3,1707363896.39625
6,3,1,1707363896.396257
7,3,0,1707363896.3962638
8,3,1,1707363896.396271
9,3,3,1707363896.396278
10,3,3,1707363896.3962848
11,3,4,1707363896.396291
12,3,3,1707363896.396298
13,3,2,1707363896.3963048
14,3,0,1707363896.396312
15,3,4,1707363896.396319
16,3,2,1707363896.3963258
17,3,1,1707363896.396333
18,3,0,1707363896.39634
19,3,3,1707363896.396346
1,4,0,1707363896.396381
2,4,1,1707363896.396389
3,4,4,1707363896.396396
4,4,4,1707363896.396402
5,4,4,1707363896.396409
6,4,3,1707363896.396416
7,4,2,1707363896.3964229
8,4,2,1707363896.3964312
9,4,0,1707363896.396437
10,4,3,1707363896.3964438
11,4,4,1707363896.396451
12,4,4,1707363896.396458
13,4,1,1707363896.3964648
14,4,1,1707363896.396472
15,4,4,1707363896.396478
16,4,4,1707363896.396485
17,4,3,1707363896.396492
18,4,2,1707363896.396499
19,4,1,1707363896.396506
1,5,2,1707363896.3965418
2,5,3,1707363896.39655
3,5,4,1707363896.3965561
4,5,2,1707363896.396563
5,5,4,1707363896.3965702
6,5,4,1707363896.3965771
7,5,0,1707363896.396584
8,5,2,1707363896.3965912
9,5,2,1707363896.396598
10,5,4,1707363896.3966038
11,5,3,1707363896.396611
12,5,0,1707363896.396618
13,5,4,1707363896.3966248
14,5,1,1707363896.396631
15,5,1,1707363896.396638
16,5,0,1707363896.396645
17,5,3,1707363896.396652
18,5,4,1707363896.396659
19,5,2,1707363896.396666
1,6,0,1707363896.3967
2,6,3,1707363896.396708
3,6,2,1707363896.396715
4,6,1,1707363896.3967218
5,6,1,1707363896.396729
6,6,2,1707363896.396735
7,6,0,1707363896.3967419
8,6,1,1707363896.396749
9,6,4,1707363896.396756
10,6,2,1707363896.3967628
11,6,2,1707363896.39677
12,6,1,1707363896.396777
13,6,0,1707363896.396783
14,6,4,1707363896.396791
15,6,0,1707363896.396798
16,6,3,1707363896.396805
17,6,3,1707363896.396812
18,6,1,1707363896.396818
19,6,1,1707363896.396825
1,7,1,1707363896.3968582
2,7,3,1707363896.396866
3,7,0,1707363896.396873
4,7,0,1707363896.39688
5,7,1,1707363896.396886
6,7,4,1707363896.396893
7,7,0,1707363896.3969002
8,7,3,1707363896.396907
9,7,2,1707363896.3969128
10,7,2,1707363896.39692
11,7,2,1707363896.3969269
12,7,4,1707363896.3969338
13,7,1,1707363896.396941
14,7,3,1707363896.396947
15,7,4,1707363896.3969548
16,7,3,1707363896.3969622
17,7,3,1707363896.3969688
18,7,1,1707363896.3969762
19,7,2,1707363896.3969831
1,8,1,1707363896.397016
2,8,4,1707363896.397023
3,8,4,1707363896.3970299
4,8,4,1707363896.397037
5,8,1,1707363896.397044
6,8,3,1707363896.3970509
7,8,3,1707363896.397057
8,8,0,1707363896.397064
9,8,4,1707363896.3970711
10,8,3,1707363896.397078
11,8,0,1707363896.397085
12,8,3,1707363896.3970912
13,8,4,1707363896.397098
14,8,2,1707363896.397105
15,8,4,1707363896.3971121
16,8,1,1707363896.397119
17,8,3,1707363896.397126
18,8,3,1707363896.397132
19,8,1,1707363896.3971388
1,9,1,1707363896.397172
2,9,2,1707363896.397179
3,9,3,1707363896.397186
4,9,3,1707363896.397193
5,9,2,1707363896.3971999
6,9,0,1707363896.397207
7,9,2,1707363896.397214
8,9,4,1707363896.3972201
9,9,3,1707363896.397227
10,9,1,1707363896.397234
11,9,4,1707363896.397241
12,9,3,1707363896.397248
13,9,2,1707363896.397255
14,9,4,1707363896.3972611
15,9,3,1707363896.397268
16,9,0,1707363896.397275
17,9,0,1707363896.3972821
18,9,1,1707363896.3972878
19,9,3,1707363896.397295
1,10,0,1707363896.3973272
2,10,2,1707363896.397336
3,10,3,1707363896.397343
4,10,2,1707363896.3973498
5,10,2,1707363896.397357
6,10,0,1707363896.397363
7,10,3,1707363896.39737
8,10,4,1707363896.397377
9,10,0,1707363896.397384
10,10,0,1707363896.397391
11,10,3,1707363896.397397
12,10,3,1707363896.397404
13,10,2,1707363896.397411
14,10,3,1707363896.397418
15,10,2,1707363896.397425
16,10,0,1707363896.3974311
17,10,1,1707363896.397438
18,10,4,1707363896.3974452
19,10,0,1707363896.397452
1,11,3,1707363896.397485
2,11,4,1707363896.397492
3,11,1,1707363896.3974988
4,11,1,1707363896.397506
5,11,2,1707363896.397512
6,11,4,1707363896.397519
7,11,2,1707363896.397526
8,11,0,1707363896.397533
9,11,4,1707363896.39754
10,11,0,1707363896.397547
11,11,2,1707363896.397554
12,11,4,1707363896.3975601
13,11,2,1707363896.397567
14,11,4,1707363896.397574
15,11,2,1707363896.397581
16,11,1,1707363896.397588
17,11,2,1707363896.397595
18,11,1,1707363896.3976011
19,11,2,1707363896.397608
1,12,4,1707363896.39764
2,12,4,1707363896.3976471
3,12,4,1707363896.397654
4,12,3,1707363896.397661
5,12,0,1707363896.3976681
6,12,4,1707363896.397675
7,12,1,1707363896.397682
8,12,4,1707363896.3976882
9,12,3,1707363896.397695
10,12,1,1707363896.397702
11,12,3,1707363896.3977091
12,12,1,1707363896.397716
13,12,2,1707363896.397722
14,12,0,1707363896.397729
15,12,0,1707363896.3977358
16,12,3,1707363896.397743
17,12,0,1707363896.39775
18,12,3,1707363896.3977559
19,12,3,1707363896.397763
1,13,3,1707363896.397795
2,13,0,1707363896.397803
3,13,3,1707363896.39781
4,13,0,1707363896.3978171
5,13,3,1707363896.397824
6,13,4,1707363896.397831
7,13,3,1707363896.397838
8,13,1,1707363896.397845
9,13,3,1707363896.397851
10,13,2,1707363896.3978581
11,13,3,1707363896.397865
12,13,1,1707363896.3978722
13,13,1,1707363896.3978791
14,13,0,1707363896.3978848
15,13,4,1707363896.397892
16,13,3,1707363896.397899
17,13,0,1707363896.3979058
18,13,4,1707363896.397913
19,13,3,1707363896.397919
1,14,2,1707363896.397952
2,14,3,1707363896.397959
